sequence_id,label,label_name,motif_combo,num_selected_motifs,SP2,ZBED4,EGR1,ELK3,TFDP1,ZNF131,split
train_negative_307,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013717,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP003048,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP013569,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_12982,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9050,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4240,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7066,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12492,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_5608,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_6333,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018163,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP013097,1,positive,none,0,0,0,0,0,0,0,train
train_negative_9275,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8407,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP016840,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_2914,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP003029,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP013882,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_7332,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_4051,0,negative,SP2,1,1,0,0,0,0,0,train
test_positive_FP005728,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_7921,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004293,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_7574,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_12992,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010815,1,positive,SP2,1,1,0,0,0,0,0,train
test_positive_FP013380,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4279,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_11539,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_15802,0,negative,ZBED4,1,0,1,0,0,0,0,train
test_positive_FP002982,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_positive_FP008637,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_positive_FP015751,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP011590,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_8000,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP014269,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP004406,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP013772,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP019794,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4904,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8240,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14207,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7679,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4942,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007192,1,positive,ZBED4,1,0,1,0,0,0,0,train
test_negative_3362,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP008458,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP006058,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_11515,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8139,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3100,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15153,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14226,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4327,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010678,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_9280,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3270,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5455,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011432,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_positive_FP006362,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_7529,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP010546,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP004492,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_14767,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13605,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001129,1,positive,none,0,0,0,0,0,0,0,train
test_negative_11237,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_11799,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017561,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP000581,1,positive,none,0,0,0,0,0,0,0,train
test_negative_6045,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4649,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP005037,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_12350,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_6691,0,negative,none,0,0,0,0,0,0,0,train
train_negative_118,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16097,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6772,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5221,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4266,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_9313,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP005814,1,positive,none,0,0,0,0,0,0,0,train
train_negative_15789,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP006184,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11752,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP003388,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_11601,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8557,0,negative,none,0,0,0,0,0,0,0,train
test_negative_1921,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6895,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012993,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_8596,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3596,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018478,1,positive,none,0,0,0,0,0,0,0,train
train_negative_8525,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4847,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP011158,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP016211,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP015048,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP001660,1,positive,none,0,0,0,0,0,0,0,train
train_negative_12134,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13272,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007554,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11837,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8073,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3814,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9966,0,negative,ZNF131,1,0,0,0,0,0,1,train
train_negative_14103,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13512,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_11814,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2019,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8858,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4944,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6432,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP005411,1,positive,SP2,1,1,0,0,0,0,0,train
test_positive_FP003859,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_4827,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_1979,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5670,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15837,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP009907,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_10060,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6413,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13477,0,negative,none,0,0,0,0,0,0,0,train
train_negative_54,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13757,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3512,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001506,1,positive,ZNF131,1,0,0,0,0,0,1,train
test_positive_FP006185,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP016570,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_negative_2473,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1037,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP000169,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP016753,1,positive,none,0,0,0,0,0,0,0,train
test_negative_8639,0,negative,none,0,0,0,0,0,0,0,train
test_negative_14533,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5727,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11235,0,negative,none,0,0,0,0,0,0,0,train
test_negative_11126,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_2991,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16104,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9354,0,negative,none,0,0,0,0,0,0,0,train
test_negative_503,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6651,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP017519,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_7608,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6715,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1633,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8061,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_441,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12686,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001532,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_8171,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP014213,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP016363,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP006899,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11887,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP006255,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP018563,1,positive,none,0,0,0,0,0,0,0,train
test_negative_8765,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9012,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP000106,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_1113,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13685,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14312,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018863,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_1847,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP008846,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP002495,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP007166,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_6805,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004173,1,positive,none,0,0,0,0,0,0,0,train
train_negative_8938,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP008272,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_6121,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012790,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP016545,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP002752,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_7249,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15650,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011165,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_3892,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10449,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_11230,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_3587,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP005378,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP017882,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP017714,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_positive_FP015864,1,positive,ZBED4,1,0,1,0,0,0,0,train
test_positive_FP017043,1,positive,ELK3,1,0,0,0,1,0,0,train
train_negative_15127,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_1181,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_13981,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP008148,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_5436,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_16001,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14980,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
train_positive_FP013362,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_11339,0,negative,TFDP1,1,0,0,0,0,1,0,train
test_positive_FP000360,1,positive,ZBED4,1,0,1,0,0,0,0,train
test_positive_FP015672,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_11164,0,negative,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_5123,0,negative,EGR1,1,0,0,1,0,0,0,train
test_positive_FP008744,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP014685,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP016306,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_4888,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012534,1,positive,none,0,0,0,0,0,0,0,train
train_negative_946,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12794,0,negative,none,0,0,0,0,0,0,0,train
test_negative_6101,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002612,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP002906,1,positive,none,0,0,0,0,0,0,0,train
train_negative_9464,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP014958,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_10321,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP013426,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP015580,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP007797,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_15073,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP014636,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_15393,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9100,0,negative,none,0,0,0,0,0,0,0,train
test_negative_13214,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
test_positive_FP001418,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP008790,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP004220,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_13340,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3588,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3022,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13259,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP008734,1,positive,none,0,0,0,0,0,0,0,train
train_negative_8321,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7403,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2615,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14591,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_11492,0,negative,none,0,0,0,0,0,0,0,train
test_negative_8610,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7543,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
train_positive_FP019149,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP001881,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP015183,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP009818,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP019357,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_4298,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9139,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP015949,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP009174,1,positive,none,0,0,0,0,0,0,0,train
test_negative_8522,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP015760,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_2795,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP019645,1,positive,none,0,0,0,0,0,0,0,train
train_negative_5990,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1478,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017463,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_13102,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011177,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11748,0,negative,ZBED4,1,0,1,0,0,0,0,train
test_negative_8101,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1194,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14283,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9445,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP005296,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11089,0,negative,ZNF131,1,0,0,0,0,0,1,train
train_positive_FP011703,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_8682,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004041,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_3921,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP005490,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_5481,0,negative,TFDP1,1,0,0,0,0,1,0,train
train_positive_FP011012,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_4939,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2633,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002723,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP017813,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP019328,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_11857,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9345,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5848,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009139,1,positive,none,0,0,0,0,0,0,0,train
train_negative_16153,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4516,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_11430,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1667,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP001628,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP004027,1,positive,none,0,0,0,0,0,0,0,train
train_negative_9957,0,negative,ELK3,1,0,0,0,1,0,0,train
train_negative_2195,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010838,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_positive_FP002277,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4880,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15460,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_3932,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP017163,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP003684,1,positive,none,0,0,0,0,0,0,0,train
train_negative_12603,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5165,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP008316,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_15541,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP003072,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_7602,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_7012,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011051,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_9701,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_7183,0,negative,none,0,0,0,0,0,0,0,train
test_negative_16268,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP003621,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_1607,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001685,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_9236,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5875,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010756,1,positive,ZBED4,1,0,1,0,0,0,0,train
test_positive_FP000337,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_7379,0,negative,ZBED4,1,0,1,0,0,0,0,train
test_negative_14841,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012363,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_12537,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002187,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP006526,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_10047,0,negative,none,0,0,0,0,0,0,0,train
test_negative_3059,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_6245,0,negative,TFDP1,1,0,0,0,0,1,0,train
test_negative_7078,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6604,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP009145,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP011284,1,positive,none,0,0,0,0,0,0,0,train
train_negative_6434,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017893,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP012933,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP013057,1,positive,ZBED4,1,0,1,0,0,0,0,train
train_negative_2170,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5614,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_10848,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP010211,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_159,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013004,1,positive,none,0,0,0,0,0,0,0,train
train_negative_2952,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP006949,1,positive,none,0,0,0,0,0,0,0,train
train_negative_7866,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP009771,1,positive,none,0,0,0,0,0,0,0,train
train_negative_10756,0,negative,TFDP1,1,0,0,0,0,1,0,train
train_negative_9469,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP015729,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_13169,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13987,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012536,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_positive_FP019561,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_positive_FP018663,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_negative_6473,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP010390,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_13610,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP007121,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
